context_participant,context_block_code,subject,grade,blockContent,language,accommodation,modality,context_accession_number,context_accession_number,act_seq_acc,n_enter_item,n_enter_block,n_update_singleselect,n_next_button,n_click_itemtab,n_activate_tts,n_speak_tts,n_deactivate_tts,n_trigger_scroll,n_input_equationeditor,n_update_mathinput,n_update_inlinechoice,n_update_zone,n_add_drag,n_changestate_iic,n_more_button,n_bottomreached_scroll,n_update_multiselect,n_show_help,n_top_button,n_hide_help,n_update_iic,n_activate_scratchwork,n_drawmode_scratchwork,n_start_scratchwork,n_end_scratchwork,n_erasemode_scratchwork,n_update_scratchwork,n_clear_scratchwork,n_deactivate_scratchwork,n_clear_singleselect,n_remove_drag,n_in_zoom,n_out_zoom,n_clear_inlinechoice,n_highlightmode_scratchwork,n_clear_zone,n_clear_multiselect,n_previous_button,n_change_theme,n_open_equationeditor,n_clear_drag,n_replace_drag,n_hide_timer,n_show_timer,n_close_equationeditor,n_remove_inlinechoice,n_advance_assessment,enter_item_bool,enter_block_bool,update_singleselect_bool,next_button_bool,click_itemtab_bool,activate_tts_bool,speak_tts_bool,deactivate_tts_bool,trigger_scroll_bool,input_equationeditor_bool,update_mathinput_bool,update_inlinechoice_bool,update_zone_bool,add_drag_bool,changestate_iic_bool,more_button_bool,bottomreached_scroll_bool,update_multiselect_bool,show_help_bool,top_button_bool,hide_help_bool,update_iic_bool,activate_scratchwork_bool,drawmode_scratchwork_bool,start_scratchwork_bool,end_scratchwork_bool,erasemode_scratchwork_bool,update_scratchwork_bool,clear_scratchwork_bool,deactivate_scratchwork_bool,clear_singleselect_bool,remove_drag_bool,i_bool,out_zoom_bool,clear_inlinechoice_bool,highlightmode_scratchwork_bool,clear_zone_bool,clear_multiselect_bool,previous_button_bool,change_theme_bool,ope_bool,clear_drag_bool,replace_drag_bool,hide_timer_bool,show_timer_bool,close_equationeditor_bool,remove_inlinechoice_bool,advance_assessment_bool,n_modalitychanged,modalitychanged_bool
VH56XD,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['trigger_scroll', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
VK37BS,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'click_itemtab']",0,0,0,0,1,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
VQ23YW,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH337614,VH337614,"['input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor']",0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
VQ23YW,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'next_button']",0,0,0,1,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
WL28MK,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'click_itemtab', 'update_mathinput', 'update_mathinput', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'click_itemtab']",0,0,0,0,2,0,0,0,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
WL28MK,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,2,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
WV62ZB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'click_itemtab']",0,0,0,0,1,0,0,0,0,2,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
XB45WC,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'open_equationeditor', 'trigger_scroll', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'top_button', 'trigger_scroll', 'changestate_iic', 'changestate_iic', 'close_equationeditor', 'next_button']",0,0,0,1,0,1,10,1,2,5,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,True
XF97GS,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH337614,VH337614,"['update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
XF97GS,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH337614,VH337614,"['update_mathinput', 'update_mathinput', 'next_button']",0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
XF97GS,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'next_button']",0,0,0,1,0,0,0,0,0,2,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
XN64DX,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'activate_scratchwork', 'deactivate_scratchwork', 'open_equationeditor', 'top_button', 'trigger_scroll', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'close_equationeditor', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'open_equationeditor', 'trigger_scroll', 'input_equationeditor', 'update_mathinput', 'close_equationeditor', 'click_itemtab', 'update_mathinput', 'update_mathinput', 'next_button']",0,0,0,1,1,0,0,0,2,6,8,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,False,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,True
XW43CR,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH337614,VH337614,"['input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
XW43CR,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'changestate_iic', 'activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'activate_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'open_equationeditor', 'trigger_scroll', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'more_button', 'bottomreached_scroll', 'close_equationeditor', 'top_button', 'trigger_scroll', 'next_button']",0,0,0,1,0,2,5,2,2,4,4,0,0,0,62,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,True
XW58SB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'trigger_scroll', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,7,7,7,0,0,0,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
XW58SB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH337614,VH337614,"['changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
XW58SB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['changestate_iic', 'input_equationeditor', 'update_mathinput', 'next_button']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
XY44ZZ,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH337614,VH337614,"['changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'click_itemtab']",0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
XY44ZZ,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['activate_scratchwork', 'deactivate_scratchwork', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
XZ34RB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH337614,VH337614,"['input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,33,32,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
XZ34RB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['changestate_iic', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'next_button', 'update_mathinput', 'update_mathinput', 'next_button']",0,0,0,2,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,True
YH69RF,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH337614,VH337614,['update_mathinput'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YH69RF,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['click_itemtab', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'activate_scratchwork', 'drawmode_scratchwork', 'deactivate_scratchwork', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'input_equationeditor', 'changestate_iic', 'changestate_iic', 'changestate_iic', 'changestate_iic']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,True
YJ53KR,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH337614,VH337614,"['update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
YJ53KR,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,pen,VH337614,VH337614,"['start_scratchwork', 'start_scratchwork', 'start_scratchwork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
YJ53KR,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH337614,VH337614,"['click_itemtab', 'click_itemtab', 'click_itemtab', 'changestate_iic', 'activate_scratchwork', 'end_scratchwork', 'start_scratchwork', 'start_scratchwork', 'deactivate_scratchwork', 'input_equationeditor', 'activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'input_equationeditor', 'activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'input_equationeditor', 'update_mathinput', 'next_button']",0,0,0,1,3,2,7,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,True
