context_participant,context_block_code,subject,grade,blockContent,language,accommodation,modality,context_accession_number,context_accession_number,act_seq_acc,n_enter_item,n_enter_block,n_update_singleselect,n_next_button,n_trigger_scroll,n_change_language,n_clear_singleselect,n_click_itemtab,n_in_zoom,n_out_zoom,n_change_theme,n_activate_tts,n_speak_tts,n_deactivate_tts,n_top_button,n_more_button,n_bottomreached_scroll,n_update_textinput,n_activate_scratchwork,n_start_scratchwork,n_end_scratchwork,n_update_scratchwork,n_clear_scratchwork,n_deactivate_scratchwork,n_highlightmode_scratchwork,n_drawmode_scratchwork,n_erasemode_scratchwork,n_previous_button,n_show_help,n_hide_help,n_hide_timer,n_show_timer,enter_item_bool,enter_block_bool,update_singleselect_bool,next_button_bool,trigger_scroll_bool,change_language_bool,clear_singleselect_bool,click_itemtab_bool,i_bool,out_zoom_bool,change_theme_bool,activate_tts_bool,speak_tts_bool,deactivate_tts_bool,top_button_bool,more_button_bool,bottomreached_scroll_bool,update_textinput_bool,activate_scratchwork_bool,start_scratchwork_bool,end_scratchwork_bool,update_scratchwork_bool,clear_scratchwork_bool,deactivate_scratchwork_bool,highlightmode_scratchwork_bool,drawmode_scratchwork_bool,erasemode_scratchwork_bool,previous_button_bool,show_help_bool,hide_help_bool,hide_timer_bool,show_timer_bool,n_modalitychanged,modalitychanged_bool
KB28LK,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132504,VH132504,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'top_button', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'deactivate_tts', 'update_singleselect', 'click_itemtab']",0,0,1,0,3,0,0,1,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
KH39RF,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132504,VH132504,"['click_itemtab', 'click_itemtab', 'click_itemtab', 'update_singleselect', 'update_singleselect', 'next_button']",0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132504,VH132504,"['more_button', 'bottomreached_scroll', 'trigger_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'update_singleselect', 'next_button']",0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132504,VH132504,"['more_button', 'bottomreached_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'update_singleselect', 'click_itemtab']",0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HB73RY,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132506,VH132506,"['more_button', 'bottomreached_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'update_singleselect', 'trigger_scroll', 'next_button']",0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132506,VH132506,"['trigger_scroll', 'top_button', 'trigger_scroll', 'update_singleselect', 'next_button', 'click_itemtab']",0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
KH39RF,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132506,VH132506,"['click_itemtab', 'update_singleselect', 'next_button']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132506,VH132506,"['more_button', 'bottomreached_scroll', 'trigger_scroll', 'trigger_scroll', 'update_singleselect', 'next_button']",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,keyboard,VH132506,VH132506,"['click_itemtab', 'click_itemtab']",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132506,VH132506,"['top_button', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'update_singleselect', 'click_itemtab']",0,0,1,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
HB73RY,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132508,VH132508,"['update_singleselect', 'more_button', 'bottomreached_scroll', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132508,VH132508,"['click_itemtab', 'click_itemtab', 'click_itemtab']",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132508,VH132508,"['update_singleselect', 'clear_singleselect', 'update_singleselect', 'next_button']",0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
KB28LK,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132508,VH132508,"['trigger_scroll', 'activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'speak_tts', 'speak_tts', 'deactivate_tts', 'update_singleselect', 'click_itemtab']",0,0,1,0,2,0,0,1,0,0,0,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
KH39RF,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132508,VH132508,"['update_singleselect', 'next_button', 'click_itemtab', 'click_itemtab']",0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132508,VH132508,"['click_itemtab', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'top_button', 'trigger_scroll', 'update_singleselect', 'next_button']",0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132508,VH132508,"['trigger_scroll', 'update_singleselect', 'update_singleselect', 'update_singleselect', 'update_singleselect', 'next_button']",0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HB73RY,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132512,VH132512,"['update_singleselect', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132512,VH132512,"['click_itemtab', 'click_itemtab', 'click_itemtab']",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,pen,VH132512,VH132512,"['start_scratchwork', 'start_scratchwork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132512,VH132512,"['update_singleselect', 'update_singleselect', 'update_singleselect', 'update_singleselect', 'activate_scratchwork', 'highlightmode_scratchwork', 'end_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'drawmode_scratchwork', 'end_scratchwork', 'deactivate_scratchwork', 'next_button']",0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,3,True
KB28LK,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132512,VH132512,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'update_singleselect', 'click_itemtab']",0,0,1,0,0,0,0,1,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
KH39RF,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132512,VH132512,"['update_singleselect', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
MX63FB,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132512,VH132512,"['update_singleselect', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132512,VH132512,"['update_singleselect', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132512,VH132512,"['update_singleselect', 'update_singleselect', 'update_singleselect', 'update_singleselect', 'clear_singleselect', 'update_singleselect', 'next_button']",0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HB73RY,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132584,VH132584,"['update_singleselect', 'update_singleselect', 'next_button']",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132584,VH132584,"['click_itemtab', 'click_itemtab']",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,pen,VH132584,VH132584,"['start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132584,VH132584,"['update_singleselect', 'update_singleselect', 'update_singleselect', 'activate_scratchwork', 'deactivate_scratchwork', 'activate_scratchwork', 'highlightmode_scratchwork', 'end_scratchwork', 'drawmode_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'end_scratchwork', 'clear_scratchwork', 'update_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'highlightmode_scratchwork', 'end_scratchwork', 'deactivate_scratchwork', 'next_button']",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,4,2,2,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,8,True
KB28LK,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132584,VH132584,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'update_singleselect', 'click_itemtab', 'click_itemtab']",0,0,1,0,0,0,0,2,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
KH39RF,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132584,VH132584,"['next_button', 'update_singleselect', 'click_itemtab']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
MX63FB,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132584,VH132584,"['update_singleselect', 'update_singleselect', 'update_singleselect', 'update_singleselect', 'update_singleselect', 'next_button']",0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132584,VH132584,"['update_singleselect', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132584,VH132584,"['previous_button', 'update_singleselect', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,True
HB73RY,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132587,VH132587,['next_button'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132587,VH132587,"['click_itemtab', 'start_scratchwork', 'start_scratchwork', 'deactivate_scratchwork', 'activate_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'start_scratchwork', 'start_scratchwork', 'deactivate_scratchwork', 'next_button', 'click_itemtab', 'click_itemtab']",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,2,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,4,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,pen,VH132587,VH132587,"['start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,True
HP26SG,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132587,VH132587,"['update_singleselect', 'next_button', 'next_button', 'activate_scratchwork', 'end_scratchwork', 'end_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'clear_scratchwork', 'update_scratchwork', 'deactivate_scratchwork', 'click_itemtab', 'activate_scratchwork', 'drawmode_scratchwork', 'end_scratchwork']",0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,5,5,1,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,11,True
KB28LK,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132587,VH132587,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'update_singleselect', 'click_itemtab']",0,0,1,0,0,0,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
KH39RF,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132587,VH132587,"['update_singleselect', 'next_button', 'click_itemtab', 'click_itemtab']",0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
VJ64BM,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,mouse,VH132587,VH132587,"['update_singleselect', 'next_button']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YT26XR,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,touch,VH132587,VH132587,"['update_singleselect', 'update_singleselect', 'next_button']",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HB73RY,2418SC2R11CLID30DX,Science,8th Grade,Cog,Bilingual Directions Only,no accom,keyboard,VH152946,VH152946,"['update_textinput', 'update_textinput', 'update_textinput', 'more_button', 'bottomreached_scroll', 'trigger_scroll', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput', 'update_textinput']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,True
